epoch,trainingLoss,testLoss,epochs,lr,training_r2,testing_r2,training_rmse,testing_rmse,W0,W1,W2,W3,W4,W5,W6,W7,W8
23,222.90331718414987,275.5647652211091,2000,0.1,0.1198261073453033,0.11223993589263392,14.929946992007368,16.60014353013579,16.661907211775414,10.949397013521445,4.841280153817813,3.931243372031113,6.975809858672611,6.021520427559698,7.446467277197545,6.59256590812603,4.1670216738649435
24,221.83810426374313,274.2525392040134,2000,0.1,0.1240322924057341,0.11646740616491458,14.89423056971199,16.560571825997233,16.6755545316839,11.109272077231905,4.893935027369537,3.89486454857087,6.922718398485228,6.108118882405059,7.392366036516044,6.544166303831637,4.251746448923048
25,220.789938317826,272.97274256173904,2000,0.1,0.12817116441724308,0.12059040189072223,14.859001928724082,16.52188677366296,16.686155324188558,11.266836187815374,4.945783301528031,3.858403366827329,6.868244059333094,6.193842983289706,7.337148160822537,6.494755755715383,4.335811334132283
26,219.75695856501525,271.7208013171201,2000,0.1,0.13225007101024722,0.12462365860512759,14.824201785088304,16.483955875854562,16.69431847997697,11.422345289500731,4.996942551991005,3.8220243686556477,6.812679692976597,6.27880778241062,7.281121003483847,6.44460533264567,4.419293743603571
27,218.7379161359189,270.49320645684315,2000,0.1,0.13627394357046152,0.12857848095327118,14.789790942941652,16.44667767230948,16.70052983051516,11.576005333103897,5.047507022464358,3.7858566588830924,6.75625922666926,6.36310497154107,7.2245292758571305,6.393930717870944,4.5022558383952465
28,217.73195274722408,269.28723631158033,2000,0.1,0.14024617118412297,0.13246363707114794,14.755743042870598,16.409973684061175,16.705177040322873,11.727982371745917,5.0975523381603,3.7500011036889105,6.699169576524098,6.446807613630035,7.16756772132572,6.342903419313259,4.5847476071596684
29,216.73845983709052,268.1007578103033,2000,0.1,0.14416915686725973,0.13628599886515502,14.722039934638492,16.373782635979484,16.708569463773625,11.878410614488764,5.1471392658889785,3.714536072406851,6.641560151008533,6.5299739171316835,7.11039122548275,6.291659712032246,4.666809323667715
30,215.75698890182986,266.9320824119644,2000,0.1,0.14804467161746038,0.140051006142909,14.688668724626812,16.338056261745596,16.71095398505322,12.02739885098242,5.196316713608306,3.6795220174091297,6.58355043206301,6.6126502467140895,7.053122881108039,6.240307771623341,4.74847350726257
31,214.7871944145744,265.77986040461855,2000,0.1,0.15187407980979117,0.1437630071394318,14.655619891856311,16.302756221100115,16.71252765384953,12.175035576651506,5.245124123281814,3.645005127123567,6.525236022722347,6.694873524822823,6.995860421666138,6.1889333645100875,4.829766486795122
32,213.82879747773455,264.64300246648276,2000,0.1,0.1556584827216141,0.14742551121621594,14.62288608578124,16.26785180859731,16.713447764969743,12.321393081289013,5.293593379771854,3.611020239686592,6.466693471451905,6.776673147325867,6.938681353359774,6.137604387059711,4.910709648252379
33,212.88156266976264,263.5206208430967,2000,0.1,0.15939880995730915,0.15104137836501697,14.590461359044225,16.233318232668783,16.71383989895657,12.466530710748783,5.3417503336688,3.577593166804508,6.407984120657437,6.858072511538641,6.8816470490098185,6.086374486396357,4.991320430064275
34,211.9452832885411,262.4119848140571,2000,0.1,0.16309587771741463,0.1546129626763212,14.55834067771946,16.199135310690416,16.713804336175883,12.610497469009607,5.389616016152421,3.544742547138127,6.3491571767686334,6.93909023504288,6.824806013775358,6.0352859486778545,5.071613117130518
35,211.01977193843106,261.31648669248005,2000,0.1,0.16675042596736045,0.15814222187555305,14.526519608579031,16.16528647109231,16.713421173408413,12.753334094045934,5.437207608183456,3.5124813243893644,6.290252159364063,7.0197411278506445,6.7681964902435094,5.984372003022972,5.1515994742838656
36,210.10485451824457,260.2336156739247,2000,0.1,0.17036314217704285,0.16163080157144183,14.494994119289755,16.131757984606782,16.71275440541773,12.895074713947462,5.484539213721046,3.4808179260144896,6.231300854950836,7.100036967811143,6.711848536528763,5.933658659299166,5.231289251669641
37,209.200366373892,259.1629375941824,2000,0.1,0.1739346765127886,0.1650801004683734,14.463760450653627,16.098538368255124,16.71185518087075,13.035748168197504,5.531622476608694,3.4497572031297463,6.1723288756018215,7.179987119064121,6.655785683987465,5.883166174067914,5.310690587950921
38,208.30614982901457,258.10407917534434,2000,0.1,0.1774656515880979,0.16849132111929388,14.432815034809202,16.065617920744423,16.71076439963203,13.175379061843536,5.578467072752076,3.419301179923045,6.11335690238309,7.259599025291623,6.600026259587633,5.832910219909211,5.3898103320075865
39,207.42205259298802,257.05671570822204,2000,0.1,0.1809566687499281,0.17186550960805125,14.402154442755709,16.03298835863801,16.709514784666077,13.313988606591444,5.62508110281489,3.3894496511119137,6.0544016773345595,7.338878603096745,6.544584440771377,5.782902818130101,5.4686542996164205
40,206.54792672772737,256.02056138387013,2000,0.1,0.18440831215845122,0.17520358669738345,14.371775350586558,16.00064253034453,16.70813253482979,13.45159529192489,5.671471405555924,3.3602006581914785,5.995476794868143,7.417830555714267,6.4894710969243175,5.733153082723635,5.547227478264258
41,205.6836279705569,254.99536167935153,2000,0.1,0.18782115146082412,0.17850637235895372,14.341674517662046,15.968574190557888,16.706638643337154,13.588215420632226,5.717643807859786,3.331550868996966,5.936593333158273,7.496458623170697,6.434694460619485,5.683667813761645,5.6255341905856335
42,204.8290152841285,253.9808873443961,2000,0.1,0.1911957435684164,0.18177460514594546,14.311848772402834,15.936777821893486,16.70504994952759,13.723863536168079,5.763603324266464,3.3034958801440624,5.877760357891766,7.574765781750851,6.380260663070795,5.6344519706805665,5.703578224794083
43,203.98395055127665,252.9769296408602,2000,0.1,0.19453263386173103,0.1850089575296292,14.282295002949514,15.905248493527543,16.703379977888172,13.858552763728547,5.80935431621456,3.27603045795291,5.818985324196436,7.6527544030271475,6.326174161265246,5.585509049757845,5.781362938783224
44,203.14829836254634,251.98329656599205,2000,0.1,0.19783235702938817,0.18821004806649932,14.253010150931148,15.873981748949822,16.701639607366157,13.992295082492989,5.854900619146643,3.249148730304526,5.760274397344826,7.730426380633065,6.27243807868622,5.536841385161299,5.8588913432232586
45,202.3219258631277,250.99980985048794,2000,0.1,0.2010954376725318,0.1913784510693437,14.223991207221962,15.842973516688335,16.699837605302484,14.125101542954873,5.900245643976842,3.2228443393601003,5.701632708662983,7.807783231307133,6.2190544771076,5.488450389032887,5.936166167901199
46,201.50470263801532,250.0263025681814,2000,0.1,0.20432239075829828,0.19451470430787365,14.195235208971189,15.812220039203268,16.69798105337197,14.256982440447736,5.945392458105897,3.1971105630647054,5.6430645597505835,7.8848261754135995,6.166024573402375,5.440336742940599,6.013189914693731
47,200.6965006219045,249.06261722951749,2000,0.1,0.2075137219756078,0.19761931515079167,14.166739237449969,15.781717816179501,16.696075687376148,14.387947453725708,5.99034385011997,3.1719404117544467,5.584573585467427,7.961556201092724,6.113348912488768,5.392500550537179,6.089964899876115
48,199.8971940252301,248.1086042583107,2000,0.1,0.21066992802721307,0.20069276547307147,14.1385004164243,15.751463559247778,16.694126168315393,14.518005755665857,6.035102381472785,3.1473267049077225,5.526162884026389,8.037974115353528,6.061027505286807,5.344941459274077,6.166493287923618
49,199.10665927086887,247.16412077257644,2000,0.1,0.21379149687964116,0.20373551558363456,14.11051591086835,15.721454155789038,16.6921362986417,14.647166101730008,6.079670427783227,3.123262132061528,5.467835120845782,8.114080584751667,6.009059938763327,5.297658757431363,6.242777118525787
50,198.3247749380103,246.2290296068735,2000,0.1,0.21687890798483034,0.2067480073749729,14.082782925899636,15.691686639965555,16.690109194781407,14.77543690068325,6.124050211848074,3.099739301100278,5.409592611468289,8.18987616776046,5.957445463711613,5.250651451457815,6.318818328185834
51,197.55142171096006,245.3031985266559,2000,0.1,0.21993263248228834,0.20973066685419572,14.055298705860364,15.662158169507034,16.688047424773863,14.90282627115664,6.168243830044803,3.07675077647572,5.351437387780019,8.265361340516685,5.906183064769689,5.203918327605107,6.39461876749986
52,196.78648233144597,244.38649959541112,2000,0.1,0.22295313338742084,0.21268390618185806,14.028060533496637,15.632866007082999,16.685953118082544,15.029342086915882,6.212253273460608,3.054289109398871,5.293371250906873,8.340536517282539,5.855271516270141,5.157458001034108,6.470180214989146
53,196.02984155350597,243.47880866347052,2000,0.1,0.2259408657696651,0.21560812531881013,14.001065729204544,15.603807505332489,16.68382805320771,15.154992013118902,6.256080444813484,3.0323468616320075,5.235395813482207,8.415402066693789,5.804709426787565,5.111268954928362,6.545504388182163
54,195.28138610036405,242.58000495378613,2000,0.1,0.22889627692277204,0.21850371336065977,13.97431165032339,15.574980094811876,16.68167372759093,15.279783535383421,6.299727172015631,3.010916624179322,5.177512533434877,8.48995832464768,5.754495274669929,5.0653495716370465,6.620592952501981
55,194.54100462290754,241.68997072503817,2000,0.1,0.23181980652876688,0.22137104962310628,13.947795690463334,15.546381274272099,16.679491413393496,15.403723983117283,6.343195219057469,2.989991031912134,5.119722741011954,8.564205604511482,5.704627436377662,5.019698157460553,6.695447528402385
56,193.80858765951075,240.80859099646503,2000,0.1,0.23471188681659272,0.2242105045284284,13.921515278859221,15.518008602796463,16.67728220200608,15.526820548270399,6.386486294753311,2.9695627749549214,5.062027660403704,8.638144205194763,5.655104209085329,4.97431296236552,6.770069697106341
57,193.08402759703526,239.93575332199092,2000,0.1,0.23757294271610785,0.22702244033315555,13.895467879745368,15.48985969342495,16.675047039569026,15.649080300432805,6.429602059780361,2.949624607491242,5.00442842706171,8.711774417518678,5.605923828706449,4.929192195655816,6.844461005228905
58,192.36721863289034,239.07134760376638,2000,0.1,0.2404033920078965,0.22980721172876573,13.869650991747786,15.46193220796697,16.672786755321557,15.770510199016307,6.472544132355341,2.930169354515245,4.946926101580427,8.785096529227816,5.5570844842672535,4.884334038418316,6.918622968509625
59,191.65805673807114,238.21526593724835,2000,0.1,0.2432036454692199,0.2325651663407764,13.844062147291565,15.43422385276462,16.67050208423031,15.891117103108021,6.515314092823459,2.91118991694807,4.8895216808363555,8.858110828920282,5.508584329367892,4.839736653396645,6.992557074833969
60,190.95643962111615,237.36740248154626,2000,0.1,0.2459741070163366,0.23529664514643722,13.818698912021933,15.406732375216565,16.668193685054295,16.010907779465157,6.557913487378841,2.8926792754535646,4.832216106938659,8.930817609115875,5.4604214913202025,4.795398192813933,7.066264786686996
61,190.26226669293763,236.52765335003943,2000,0.1,0.2487151738433755,0.23800198282711804,13.793558884237875,15.379455560911103,16.665862154769226,16.129888909025425,6.600343831091246,2.874630493220044,4.77501027443299,9.003217168637784,5.412594078431998,4.751316804560213,7.139747543153527
62,189.57543903248936,235.69591651727893,2000,0.1,0.2514272365579031,0.24068150806823307,13.768639694337613,15.352391231247298,16.663508040087518,16.248067092231786,6.642606610378539,2.857036717920822,4.7179050361109685,9.07530981444765,5.36510018581275,4.707490637075986,7.213006761555973
63,188.89585935324143,234.8720917389996,2000,0.1,0.2541106793133042,0.24333554381693145,13.743939004275354,15.325537241447675,16.661131846661267,16.36544885340979,6.6847032850361785,2.8398911830231444,4.660901207706444,9.147095863045598,5.317937899999714,4.663917843196435,7.286043838802527
64,188.22343197043708,234.05608048270665,2000,0.1,0.25676587993807354,0.2459644075057188,13.719454507028955,15.298891478885215,16.65873404643677,16.482040644387652,6.726635289912501,2.8231872085808143,4.603999571702842,9.21857564152423,5.271105302643054,4.620596583167229,7.358860152503759
65,187.55806276910678,233.2477858668164,2000,0.1,0.25939321006211846,0.2485684112485217,13.695183926078057,15.272451861663091,16.656315083534302,16.59784884751068,6.76840403630061,2.8069182016183603,4.547200880430517,9.289749488347548,5.224600473440274,4.577525027000187,7.431457061903878
66,186.89965917282004,232.4471126067353,2000,0.1,0.2619930352401475,0.2511478620144,13.671125014892521,15.24621633739779,16.653875378951312,16.71287977817111,6.810010913103399,2.7910776561927566,4.490505858596853,9.360617753911402,5.17842149247174,4.534701356303024,7.503835908663616
67,186.24813011315467,231.65396696658956,2000,0.1,0.26456571507222726,0.25370306178305424,13.64727555643084,15.22018288216635,16.651415334326874,16.827139686949863,6.851457287816782,2.7756591532012433,4.433915205363001,9.43118080093064,5.132566442058407,4.49212376569025,7.575998017524191
68,185.60338599986358,230.86825671557426,2000,0.1,0.26711160332158335,0.2562343076854521,13.62363336264829,15.194349499586162,16.648935334957113,16.940634761447253,6.892744507367119,2.760656359989895,4.377429596058109,9.501439004688901,5.087033408238355,4.449790463860597,7.647944696875863
69,184.96533869172328,230.08989108809848,2000,0.1,0.26963104802971083,0.2587418921322242,13.600196274014698,15.16871422000225,16.646435752212962,17.05337112786414,6.933873898831553,2.7460630298064737,4.321049683603523,9.571392753179797,5.041820481939174,4.407699674409093,7.719677239249855
70,184.33390146804476,229.31878074706643,2000,0.1,0.2721243916288689,0.26122610293195836,13.576962159041498,15.143275099761823,16.643916945480978,17.16535485238256,6.974846770064161,2.7318730011322683,4.264776099704808,9.64104244716234,4.996925759907702,4.36584963642811,7.791196921748621
71,183.70898900083156,228.55483774976773,2000,0.1,0.27459197105201893,0.26368722340108686,13.553928913818,15.118030220560076,16.641379263723515,17.276591942385004,7.015664410246228,2.7180801969205413,4.208609455857738,9.710388500148865,4.952347345446127,4.324238604940703,7.862505006426393
72,183.0905173275682,227.79797551595146,2000,0.1,0.277034117840275,0.26612553246673987,13.531094461556618,15.092977688844288,16.63882304673514,17.387088347543546,7.0563280903752315,2.704678623763585,4.152550344205063,9.779431338339979,4.908083348993596,4.282864851200798,7.933602740629581
73,182.47840382462363,227.04810879774556,2000,0.1,0.27945115824792455,0.2685413047636527,13.508456752146916,15.06811563526593,16.636248626156515,17.496849960803818,7.0968390637041985,2.6916623710058967,4.096599338273463,9.848171400518122,4.864131888584525,4.241726662887776,8.004491357304618
74,181.87256718125397,226.3051536511466,2000,0.1,0.281843413345084,0.27093481072601455,13.486013761718247,15.04344221417248,16.633656326294677,17.605882619283715,7.137198566140756,2.6790256098173857,4.040756993614121,9.916609137908972,4.820491090208513,4.200822344217434,8.075172075279353
75,181.27292737419032,225.56902740886048,2000,0.1,0.2842111991180427,0.2733063166749653,13.463763492210873,15.018955603132346,16.631046464788735,17.714192105102743,7.177407816613296,2.6667625922376916,3.985023848365656,9.984745014018035,4.777159088091726,4.160150215986832,8.145646099522844
76,180.6794056427971,224.83964865431463,2000,0.1,0.28655482656735487,0.27565608490231697,13.44170397095536,14.994654002487508,16.628419353152058,17.821784146154695,7.217468017410212,2.65486765020039,3.9294004237543407,10.052579504448275,4.734134024915577,4.119708615566997,8.215914621387448
77,180.09192446478653,224.11693719669935,2000,0.1,0.2888746018037357,0.2779843737509614,13.4198332502601,14.970535634929679,16.62577529721583,17.928664416833847,7.257380354496956,2.6433351945440555,3.873887224543546,10.12011309670344,4.6914140519853715,4.079495896854617,8.285978818836286
78,179.51040753247588,223.40081404691827,2000,0.1,0.29117082614181333,0.28029143769234854,13.398149407006771,14.946598745096432,16.62311459749375,18.034838538722745,7.297145997814703,2.6321597140157116,3.818484739441939,10.187346289980784,4.648997329358977,4.0395104301916,8.3558398566586
79,178.93477972957425,222.69120139435583,2000,0.1,0.29344379619179084,0.28257752740133135,13.376650542253627,14.922841599184649,16.620437549483654,18.14031208124808,7.336766101563694,2.6213357742710177,3.7631934414780486,10.254279594956124,4.6068820259435785,3.9997506022595566,8.425498886674966
80,178.36496710848587,221.98802258437976,2000,0.1,0.29569380394906786,0.2848428898286446,13.355334780846412,14.899262484578884,16.617744443918728,18.245090562309876,7.376241804473652,2.610858016874649,3.7080137883472726,10.320913533563568,4.565066319566934,3.960214815954859,8.49495704793397
81,177.80089686811695,221.29120209651617,2000,0.1,0.29792113688187494,0.28708776827121596,13.334200271036766,14.875859709492966,16.615035566978325,18.349179448888098,7.415574230063267,2.600721158303572,3.6529462227362006,10.387248638771764,4.523548397028252,3.920901490248736,8.56421546690161
82,177.24249733217403,220.60066552324395,2000,0.1,0.30012607801696534,0.28931240244048195,13.313245184107968,14.852631602623285,16.6123112004664,18.45258415763005,7.454764486890282,2.5909199889553385,3.597991172628128,10.453285454358141,4.4823264541327825,3.8818090600359976,8.63327525764445
83,176.6896979279426,219.9163395493621,2000,0.1,0.30230890602341265,0.29151702852885786,13.292467714007907,14.829576512812565,16.609571621964033,18.555310055421216,7.49381366879346,2.581449372163061,3.5431490515928847,10.519024534682295,4.441398695713376,3.8429359759752137,8.702137522007362
84,176.14242916553243,219.23815193189444,2000,0.1,0.3044698952945636,0.2937018792744779,13.27186607698904,14.80669280872317,16.606817104961056,18.657362459941723,7.5327228551274406,2.5723042432183485,3.4884202590634614,10.584466444459423,4.400763335641621,3.8042807043226117,8.770803349786513
85,175.60062261758029,218.56603148049842,2000,0.1,0.3066093160281854,0.29586718402430834,13.251438511255307,14.783978878519084,16.604047918970956,18.758746640210088,7.571493110991297,2.5634796084031994,3.4338051806014374,10.64961175853455,4.360418596830627,3.7658417267614874,8.839273818898114
86,175.06421089939784,217.899908038352,2000,0.1,0.30872743430485583,0.29801316879572437,13.231183276615809,14.761433129555952,16.601264329632244,18.859467817115732,7.610125487451471,2.554970544031598,3.3793041881528088,10.714461061658087,4.320362711231128,3.727617540228553,8.907549995543388
87,174.53312764955393,217.2397124634946,2000,0.1,0.3108245121646377,0.30014005633662066,13.21109865414508,14.739053988078563,16.59846659879892,18.95953116394131,7.648621021759601,2.546772195501389,3.324917640295507,10.779014948263153,4.280593919822209,3.6896066567383468,8.975632934370099
88,174.007307510881,216.58537661060188,2000,0.1,0.31290080768207784,0.3022480661841268,13.19118294584989,14.716839898925377,16.595654984622104,19.058941806875815,7.686980737565695,2.5388797763568447,3.270645882479645,10.843274022245037,4.241110472597736,3.6518076032066067,9.043523678630919
89,173.48668611189552,215.93683331317612,2000,0.1,0.3149565750395722,0.30433741472198184,13.171434474342403,14.694789325239615,16.592829741624474,19.157704825519183,7.725205645127009,2.5312885673622207,3.2164892472613262,10.907238896743012,4.20191062854931,3.6142189212733054,9.111223260338873
90,172.97120004862217,215.2940163661366,2000,0.1,0.3169920645991363,0.30640831523662204,13.151851582519557,14.672900748186658,16.589991120768865,19.255825253379,7.7632967415129,2.523993915586515,3.1624480545306906,10.970910193924732,4.162992655646441,3.5768391671259074,9.17873270042006
91,172.46078686681204,214.65686050879583,2000,0.1,0.31900752297262014,0.3084609779720242,13.132432633248573,14.65117266667743,16.587139369522067,19.35330807835984,7.801255010805931,2.516991233499551,3.10852261173475,11.034288544773352,4.124354830814463,3.5396669113232866,9.246053008863795
92,171.9553850445454,214.02530140820784,2000,0.1,0.3210031930904035,0.31049561018335103,13.113176009058424,14.629603597097491,16.58427473191465,19.45015824324559,7.839081424299388,2.5102759980794627,3.0547132140954565,11.097374588877475,4.085995439910636,3.5027007386206392,9.313185184870314
93,171.45493397520983,213.39927564287737,2000,0.1,0.32297931426861093,0.3125124161894336,13.094080111837174,14.608192073041666,16.581397448597546,19.546380646175145,7.87677694069142,2.503843749931607,3.001020144823365,11.160168974224002,4.047912777698774,3.4659392477956685,9.380130216996147
94,170.9593739508451,212.7787206868187,2000,0.1,0.3249361222748768,0.31451159742412715,13.075143362535078,14.586936645053981,16.578507756895853,19.64198014111177,7.914342506275915,2.4976900924188867,2.947443675327196,11.222672356993941,4.010105147822662,3.4293810514762395,9.446889083297254
95,170.4686461458448,212.16357489395386,2000,0.1,0.3268738493927025,0.3164933524865745,13.056364200873258,14.565835880372738,16.575605890860388,19.736961538306314,7.951779055130239,2.4918106908034536,2.893984065419542,11.284885401361215,3.972570862778513,3.393024775969664,9.513462751470007
96,169.98269260100753,211.55377748284138,2000,0.1,0.32879272448443286,0.3184578771904035,13.03774108505793,14.544888362680595,16.572692081317232,19.831329604754533,7.989087509299957,2.4862012713997146,2.840641563518916,11.346808779294465,3.9353082438866105,3.3568690610937386,9.579852178990077
97,169.50145620792918,210.94926852172503,2000,0.1,0.33069297305288703,0.3204053646118943,13.019272491500022,14.524092691859448,16.56976655591564,19.925089064648688,8.02626877898061,2.4808576207385755,2.787416406848332,11.408443170361867,3.898315621262301,3.3209125600096194,9.646058313249295
98,169.02488069372646,210.34998891389586,2000,0.1,0.33257481730167937,0.32233600513713623,13.000956914540039,14.503447483750056,16.566829539174478,20.018244599823543,8.063323762696632,2.475775584742818,2.7343088216305405,11.469789261538956,3.861591333786438,3.285153939056603,9.71208209169054
99,168.55291060608621,209.75588038335803,2000,0.1,0.33443847619425526,0.32424998650820813,12.982792866178148,14.482951369916217,16.563881252527388,20.11080085019694,8.10025334747749,2.4709510679135054,2.6813190232800617,11.530847747019447,3.8251337290753766,3.249591877588859,9.777924441940689
100,168.08549129863104,209.16688546079203,2000,0.1,0.3362841655116776,0.32614749386839814,12.9647788758093,14.462602997413434,16.56092191436684,20.202762414205043,8.137058409031104,2.4663800325273137,2.6284472165921096,11.591619328029013,3.788941163450591,3.2142250678141444,9.843586281941691
101,167.62256891659473,208.58294746980624,2000,0.1,0.33811209790919006,0.32802870980649657,12.946913489963341,14.442401028561914,16.557951740087155,20.294133849232363,8.173739811914588,2.4620584978446556,2.575693595928508,11.652104712642034,3.7530120019079742,3.1790522146345155,9.90906852007978
102,167.1640903827991,208.00401051347114,2000,0.1,0.33992248297158967,0.3298938144001763,12.929195272049961,14.422344140723835,16.55497094212663,20.384919672036666,8.210298409702405,2.4579825393284844,2.523058345400676,11.712304615601244,3.7173446180868677,3.1440720354890535,9.97437205531288
